KEY,de-DE
thex-rayisalltheproofineed^[[tgt_mw^{tgt_mw*callsign}*illauthorizeyourearlyrelease^butbecareful*theydontexactlymakesparepartsformechwarriors*newlinenewline{tgt_mw*subj_c}{tgt_mw*gender?nonbinary:pump|default:pumps}afisttriumphantly*loudandclear^commander!newlinenewlinelater^youreturntothemedbayafterreceivinganurgentmessagethat{tgt_mw*callsign}hadanaccidentinthemess*whenyouarrive^{tgt_mw*det}armisinafullcast*yousigh*aftereverythingwetalkedabout^whathappened?newlinenewline{tgt_mw*subj_c}{tgt_mw*gender?nonbinary:look|default:looks}up*thetruthisjustembarrassing*itookmoreofthesupplementtospeeduprecovery*newlinenewlineyounodyourheadslowly*ihopeyoulearnedyourlesson*newlinenewlineyeah^itwasadisaster*ihallucinatednotinthefunway^either*amesstablesproutedfangsandclaws*itstartedgrowlingatme*so^iuh^tackledit*dontworry^therestofthatnarwhaljunkisalreadygone*imdonewithit*nexttime^illsticktoprotocol*{tgt_mw*callsign}salutes*,""Das Röntgenbild ist mir Beweis genug [[TGT_MW{TGT_MW.Callsign}]]. Ich gestatte Ihre vorzeitige Entlassung aber seien Sie vorsichtig. Ersatzteile für MechKrieger sind gerade Mangelware.""\n\n{TGT_MW.SUBJ_C} reckt triumphierend die Faust in die Luft. ""Verstanden Commander!""\n\nSpäter kehren Sie zur Krankenstation zurück. Die Nachricht besagte dass {TGT_MW.Callsign} einen Unfall in der Kantine hatte. Als Sie ankommen sehen Sie schon {TGT_MW.DET} mit dem Arm im Gips. Sie seufzen. ""Und wir hatten gerade noch darüber gesprochen. Na schön was ist passiert?""\n\n{TGT_MW.SUBJ_C} blickt hoch. ""Die Wahrheit ist … etwas peinlich. Ich hab mehr von dem Narwal-Zeugs genommen um schneller fit zu werden.""\n\nSie nicken langsam. ""Ich hoffe Sie haben Ihre Lektion gelernt.""\n\n""Ja war ein Desaster. Fiese Halluzinationen … nicht mal angenehme. Ein Tisch in der Kantine bekam plötzlich Zähne und Klauen. Dann hat er mich angeknurrt. Also hab ich … äh … mich draufgestürzt. Keine Sorge der Rest von dem Narwal-Mist ist schon im Klo. Ich bin damit durch. Nächstes Mal halte ich mich ans Protokoll."" {TGT_MW.Callsign} salutiert.
they,Sie
theyaccept,Sie akzeptieren
theyalreadyhave*[[dm*basedescriptiondefs[lorethomascalderon]^protectorcalderonisclaimingthattheattackwasanactof[[dm*basedescriptiondefs[lorehousedavion]^davionaggression^indirectviolationofthe[[dm*basedescriptiondefs[lorearesconventions]^aresconventions*hesalreadycallingittheperditionmassacre*newlinenewlinefortheirpart^thedavionshavedeniedallknowledgeoftheattack*,Es ist schon so weit. [[DM.BaseDescriptionDefs[LoreThomasCalderon]Protektor Calderon]] behauptet der Angriff sei ein Aggressionsakt der [[DM.BaseDescriptionDefs[LoreHouseDavion]Davions]] und ein klarer Verstoß gegen die [[DM.BaseDescriptionDefs[LoreAresConventions]Ares-Konventionen]]. Er spricht bereits vom "" Perdition-Massaker"".\n\nHaus Davion streitet jedoch jegliches Wissen über den Angriff ab.
theyareccafsoldiers^mr*oliveira*theirefficiencyisbeyondquestion*nowisuggestthatyouclearthelineandprepareyourlance*theywillbedeployingimminently*,Sie sind SKKC-Soldaten Mr. Oliveira. Ihre Effizienz steht außer Frage. Ich schlage vor dass Sie den Kanal frei machen und Ihre Lanze vorbereiten. Sie werden gleich wieder ausrücken.
theyarentonthebattlefield*dontskimponthearmor^boss^orallthatexpensiveequipmentwillgetreducedtojunkwiththeenemysfirstsalvo*,Die"" sind ja nicht auf dem Schlachtfeld. Sparen Sie nicht an der Panzerung Boss sonst macht Ihr Gegner die ganze teure Ausrüstung mit der ersten Salve zu Schrott.
theyarentsobad,Sie sind nicht so schlecht
theyarentwrong^commander*theyresittingduckswithoutoursupport*,Da haben sie nicht unrecht Commander. Ohne unsere Unterstützung sind sie praktisch völlig wehrlos.
theycanhandleit*ourpeopleareprofessionals^andwecantrustthem*thatputsthemastepaheadofchevalandjailbird*,Die schaffen das schon. Unsere Leute sind Profis und wir können ihnen vertrauen. Das macht sie zuverlässiger als Cheval und Jailbird.
theycanhaveallthehopetheywant*me^iminthisforthemoney*,Sie können alle Hoffnung haben die sie wollen. Ich mache das nur fürs Geld.
theycantry^singh*iwillspitontheircorpses^andtheniwillspitonyours*,Sie können's ja mal versuchen Singh. Ich werde auf ihren Gräbern tanzen ... und dann auf Ihrem.
theydidwell^giventhecircumstances*docmuradputeveryoneonrepairduty^eachaccordingtotheirabilities*newlinenewlinemechwarriorswhoknowtheirwayaroundacomputerdidspotchecksonterminalsthroughouttheship^callingouthardwareandsoftwarefailuresastheyfoundthem*otherswentroomtoroomwithelectricalkitsandfireextinguishers^doingwhattheycouldtocontainthephysicaldamage*,Angesichts der Umstände haben sie sich gut geschlagen. Doktor Murad hat alle zum Reparaturdienst verdonnert alle sollten tun was sie konnten.\n\nMechKrieger die etwas von Computern verstehen haben die Konsolen im ganzen Schiff überprüft und Hardware- oder Softwarefehler gemeldet. Andere haben alle Räume mit Elektrowerkzeugen und Feuerlöschern abgeklappert um materielle Schäden so gut es ging einzudämmen.
theydolooknew^andthatsabadthing!igiveem20secondsbeforetheytearrightintous!,Sie sehen neu aus und <i>das</i> ist schlecht! Ich schätze in zwanzig Sekunden reißen die uns die Ärsche auf!
theyhadmorethanmunitionsdownthere^commander*theresawarehousefullofbustedupdragons*imnotgoingtotellyouthatthedragonsagoodmech^butitsbigandcancarryalotofguns*ifyoubringemonboard^illgetemworking*lookintheshopforthem*,Da unten war mehr als nur Munition Commander. Ein ganzes Lagerhaus voll kaputter Dragons. Ich brauche Ihnen sicher nicht zu sagen dass Dragons gute Mechs sind die einiges an Bewaffnung aufnehmen können. Wenn Sie die Mechs an Bord bringen mache ich sie wieder kampfbereit. Schauen Sie im Laden nach.
theyhavealexander^darius*andweregoingafterhim*now*,Sie <i>haben Alexander</i> Darius. Und wir werden ihm folgen. <i>Jetzt</i>.
theyhaventtolduswhat^precisely^thefacilityisproducing^butgiventhestrengthofenemyforcesontheground^itssomethingworthprotecting*,Sie wollten uns nicht sagen was genau in der Fabrik hergestellt wird aber ausgehend von der Stärke der feindlichen Bodenstreitkräfte muss es sich um etwas Wertvolles handeln.
theyhavepointdefensessetuparoundthebase*however^theyareoffline*,Sie haben die Basis mit Geschütztürmen umringt. Die sind allerdings offline.
theyhavepointdefensessetuparoundthebase*however^theyareoff-line*,Sie haben die Basis mit Geschütztürmen umringt. Die sind allerdings offline.
theyhavepointdefensessetuparoundthebase*however^theyreoffline*,Sie haben die Basis mit Geschütztürmen umringt. Die sind allerdings offline.
theyhavepointdefensessetuparoundthebase*theyare^however^offline*,Sie haben die Basis mit Geschütztürmen umringt. Sie sind allerdings offline.
theyhavepointdefensessetuparoundthebase^buttheyareoffline*,Sie haben die Basis mit Geschütztürmen umringt die allerdings offline sind.
theyhavepointdefensessetuparoundthebase^theyarehoweveroffline*,Sie haben die Basis mit Geschütztürmen umringt die allerdings offline sind.
theyhavepointdefenseturretssetuparoundthebase*theyweretakenofflineinthelastassault^however*,Sie haben die Basis mit Geschütztürmen umringt. Beim letzten Angriff wurden diese allerdings deaktiviert.
theyjusthappenedtobetransportingvaluablecargothrougharivalsterritory^andtheirdropshipjusthappenedtogodown?sure*,Sie haben zufälligerweise wertvolle Fracht durch feindliches Territorium transportiert und dabei ist ihr Landungsschiff zufälligerweise abgestürzt? Wer's glaubt.
theykilledmyboy^[[dm*basedescriptiondefs[lorerepkurita]^reynauld*burnedthe[[dm*basedescriptiondefs[loreredroost]^redroosttotheground*newlinenewlineiwantthemallexecuted*hangedandquarteredinthetownsquare*poisoned^burned^beatentheymurderedmyson!,Sie haben meinen Jungen getötet [[DM.BaseDescriptionDefs[LoreRepKurita]Reynauld]]. Und den [[DM.BaseDescriptionDefs[LoreRedRoost]Red Roost]] niedergebrannt.\n\nIch will sie alle tot sehen! Erhängt und gevierteilt auf dem Hauptplatz. Vergiftet verbrannt erschlagen ... <i>Sie haben meinen Sohn ermordet</i>!
theyllbehere*thatwomanisonefocusedoldlady*inthemeantime^luthendorffishere^centerstage*,Sie werden da sein. Wenn diese alte Frau sich erst einmal was in den Kopf gesetzt hat ... Luthendorff ist jedenfalls schon hier und steht wie immer im Mittelpunkt.
theyllbetargetingthestructures;interceptthembeforetheybringanydown*goodluck*,Sie werden die Gebäude ins Visier nehmen. Fangen Sie sie ab bevor sie ein Gebäude zerstören können. Viel Glück.
theyllcontactusassoonaswereachasafecruisingaltitude^andwecandiscussnextstepsfromthere*,Sie werden uns kontaktieren sobald wir eine sichere Reiseflughöhe erreicht haben. Dann können wir unsere weiteren Schritte besprechen.
theyllgetoverit*giveittime*,Sie kommen darüber hinweg. Es braucht nur ein wenig Zeit.
theyllkeepcomingforouremployersfacility;theonlywaywestopthe{team_tar*factiondef*demonym}attackistodestroythebasetheyrestagingfrom*,Sie haben es immer noch auf die Einrichtung unseres Auftraggebers abgesehen. Wir können die Angriffe {TEAM_TAR.FactionDef.Demonym} nur beenden wenn wir die Basis zerstören von der aus sie erfolgen.
theyllkeeplandingmoreunitsuntilyoutakeoutthatbase*,Sie werden immer weitere Einheiten runterbringen bis die Basis ausgeschaltet ist.
theylowertheirdonation,Sie senken ihre Spende
theymaybeincidentalbuttheyregoingtobeshootingourmechsintheass^commander*weregoingtoneedtostayonthemove*,Sie mögen nebensächlich sein aber sie werden <i>unseren</i> Mechs trotzdem in den Arsch treten Commander. Wir müssen in Bewegung bleiben.
theyoweyounothing^subcommander*nothingatall*newlinenewlineyouwillshowmymercenariestherespecttheyaredue^oriwillripthatprizeyousocovetawayfromyou*,Sie schulden Ihnen nichts Subcommander. Rein gar nichts.\n\nSie werden meinen Söldnern den Respekt entgegenbringen den sie verdienen oder ich werde Ihnen Ihren heißbegehrten Preis wegnehmen.
theypicktheseemptyworldsforconductingexercisesinhopesofkeepingitasecret*toobadforthem^isuppose*,Die suchen sich diese unbewohnten Planeten aus um geheime Übungen durchzuführen. Blöd gelaufen würde ich sagen.
theyreally^reallyarent*butfortunatelyforyou^imhere^andivebeenauthorizedtoofferyouanalternative*newlinenewlinehousedavionhasgrantedmetheauthoritytodraftakillorderforprofessormenciushorvat*idlikeyourcompanytocarryoutthecontract*,Absolut nicht. Aber glücklicherweise bin ich ja hier und autorisiert Ihnen eine Alternative anzubieten.\n\nHaus Davion hat mich ermächtigt einen Tötungsauftrag für Professor Mencius Horvat auszustellen. Und ich würde gerne Ihre Einheit damit beauftragen.
theyreallydontwantthepiratesstealingthisdata*iwonderwhatssovaluable?,Die wollen <i>wirklich</i> nicht dass die Piraten die Daten stehlen. Was da wohl so wertvoll daran ist?
theyrealreadymovinghim^commanderwedonthavetime*ineedyoutoassemblethreeofyourbestmechwarriors;illbejoiningthemintheatlaswerecoveredfromcastlenautilus*newlinenewlinetimeisoftheessence*wemustretrievetheevidence^andwewillbringlordmadeirahome*,Sie verlegen ihn bereits Commander ... uns <i>bleibt keine Zeit</i>. Wählen Sie drei Ihrer besten MechKrieger - ich werde sie mit dem Atlas aus Festung Nautilus begleiten.\n\nDie Zeit drängt. Wir <i>müssen</i> uns die Beweise holen und wir <i>werden</i> Lord Madeira nach Hause bringen.
theyrebadnews^commander*difficulttolocateanddangeroustouse*iveheardofpeopleusingpiratepointsindesperatesituationsoroncovertmissions^butitsnotworththeriskofamisjump*newlinenewlineyouwontfindanypiratepointsonmystarmap^icantellyouthat*letsjustavoidem*,Die sind gar nicht gut Commander. Schwer zu finden und gefährlich in der Nutzung. Ich habe von Leuten gehört die Piratenpunkte in verzweifelten Lagen oder bei Geheimmissionen verwendet haben aber das Risiko eines Fehlsprungs ist einfach zu groß.\n\nAuf meiner Sternenkarte werden Sie jedenfalls keine Piratenpunkte finden so viel ist sicher. Wir machen lieben einen Bogen darum.
theyrecompetent*gotit*whatelse?,Sie sind kompetent. Verstanden. Was sonst noch?
theyrecompletelyunawarefornow^butonceyoumakecontactwiththefacilitysdefenses^youshouldexpectreinforcements*,Bisher haben sie keinen blassen Schimmer aber sobald Sie die Verteidigungsanlagen der Einrichtung angreifen sollten Sie mit Verstärkung rechnen.
theyrecoverfromtheirinitialshockandacceptyourinvitationtomeetwithanewpotentialclient*enroute^theypepperyouwithquestions^somehopelesslynaive^butsomeinsightful*theirenthusiasmwanes^however^whentheyseethedisreputablepiratesyourenegotiatingwith*newlinenewlineafterthescoundrelsdepart^yousay^doyouknowwhathappensnext?dariusandiputfourgoodmechwarriorslivesatstake*someofthemmightnotmakeitback*butwellgetpaid^andwellrepairandhealup*thenwelldoitallagain*thatisthelife*untilitisnt*newlinenewlinetwoofthenoblesarevisiblyshaken*thelastonelooksyousquaretheeyes*yourecognizethatsparkofdefianceanddetermination*,Sie überwinden den ersten Schock und akzeptieren deine Einladung einen potentiellen neuen Auftraggeber zu treffen. Auf dem Weg dorthin durchlöchern sie dich mit Fragen einige davon hoffnungslos naiv andere recht intelligent. Als sie jedoch sehen dass du mit anrüchigen Piraten verhandelst nimmt ihr Enthusiasmus sichtbar ab.\n\nNachdem die Schurken verschwunden sind sagst du: ""Wisst ihr was als Nächstes passiert? Darius und ich setzen das Spiel von vier guten MechKriegern aufs Leben. Manche von ihnen kehren vielleicht nicht zurück aber wir werden bezahlt und wir reparieren die Mechs und pflegen die Überlebenden wieder gesund. Und dann machen wir das alles noch einmal. <i>So</i> ist das Leben - bis es vorbei ist.""\n\nZwei der Adligen sind sichtbar verstört. Der letzte von ihnen blickt dir direkt in die Augen. Du erkennst den Funken von Trotz und Überzeugung.
theyredriving***giant***battlemechs*wecantfightagainst[gunshot],Die haben <i>riesige</i> BattleMechs! Dagegen haben wir keine Ch... [Schuss]
theyreextremebecausetheyhavetobe*theother[[dm*basedescriptiondefs[loresuccessorstate]^successorstatesfightforpride^andforterritory^andtoasserttheirdominance*wecapellansarefightingforoursurvival*newlinenewlineifthemaskirovkaplayedbythesamerulesaseveryoneelse^ourculturewouldalreadybeextinct*,Sie sind extrem weil sie es sein müssen. Die anderen [[DM.BaseDescriptionDefs[LoreSuccessorState]Nachfolgestaaten]] kämpfen für ihren Stolz um Territorien und um Dominanz. Wir Capellaner kämpfen um unser <i>Überleben</i>.\n\nWenn sich die Maskirovka an die gleichen Regeln halten würde wie alle anderen wäre unsere Kultur längst Vergangenheit.
theyrefuse,Sie lehnen ab
theyrehittingushard^commander*afewmoreshotslikethat^andmylanceishistory*,Die setzen uns schwer zu Commander. Noch ein paar solcher Schüsse und meine Lanze ist Geschichte.
theyreinforquiteasurprisewhenwegettoartru*theystilldontknowwhattheyvolunteeredfor***loremipsumdolorsitamet^consecteturadipiscingelit^seddoeiusmodtemporincididuntutlaboreetdoloremagnaaliqua*utenimadminimveniam^quisnostrudexercitationullamcolaborisnisiutaliquipexeacommodoconsequat*duisauteiruredolorinreprehenderitinvoluptatevelitessecillumdoloreeufugiatnullapariatur*excepteursintoccaecatcupidatatnonproident^suntinculpaquiofficiadeseruntmollitanimidestlaborum*,Die werden sich noch wundern wenn wir Artru erreichen. Sie wissen nämlich noch immer nicht wofür sie sich da freiwillig gemeldet haben ...Lorem ipsum dolor sit amet consectetur adipiscing elit sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident sunt in culpa qui officia deserunt mollit anim id est laborum.
theyreinthisarea^andtheyvepoweredupmusthaveseenuscominginonourleopard*,Sie sind im Gebiet und kampfbereit - sie müssen den Leopard entdeckt haben.
theyreinthisarea^andtheyvepoweredup--musthaveseenuscominginonourleopard*,Sie sind im Gebiet und kampfbereit - sie müssen den Leopard entdeckt haben.
theyrejustthesepeople*youknowhigh-statustypes*ithinktheyworkincommunications*newlinenewlineastowhytheywantallthisoldjunk:whoknows?ithinkitssymbolic^likehavingafancybusinesscardorgettingasweetpaintjobonyourmech*cantthinkofanyotherreasonwhyanyonewouldcareaboutacratefullofstaplers*,Die sind einfach so. Sie wissen schon ... Leute mit hohem Status. Ich glaube sie arbeiten im Kommunikationswesen.\n\nWarum Sie diesen ganzen alten Kram haben wollen? Keine Ahnung. Könnte symbolisch sein wie eine schicke Visitenkarte oder eine coole Mech-Lackierung. Mir fällt sonst kein guter Grund ein was man mit einer Kiste voller alter Tacker anfangen will.
theyreladymarikosconsequences*notours*,Es sind Lady Marikos Konsequenzen nicht unsere.
theyrelikelytosendadetachmentforourwoundedaswell^commander*ifyoucanspareamechortwo^pleaseconsidersendingthemtoprotectourbarracks*wevesufferedtoomanycasualtiestodefendourselves*,Sie werden wahrscheinlich auch einen Trupp auf unsere Verwundeten ansetzen Commander. Wenn Sie auf einen Mech oder zwei verzichten können schicken Sie sie bitte zur Kaserne. Wir mussten bereits zu viele Verluste hinnehmen und haben nicht mehr genug Leute um sie zu verteidigen.
theyreonladycunninghamshitlist^justliketheemeralddawn*letslightemup*,Die stehen ebenso wie die Emerald Dawn auf Lady Cunninghams Abschussliste. Machen wir sie platt.
theyrepatchyatbest*idontthinkthataxylusgetsalotofvisitors*newlinenewlinetheyhavestronganti-aircover^butlittleinthewayofground-baseddefenses*imseeingalotofvehicles^butbattlemechactivitylookslight*,Die Verteidigung ist bestenfalls lückenhaft. Ich bezweifle dass viele Leute nach Axylus reisen.\n\nDie Luftabwehr sollten wir nicht unterschätzen aber gegen Bodenangriffe sind sie nicht gewappnet. Ich sehe eine Menge Fahrzeuge aber kaum BattleMechs.
